[DEBUG] [2024-09-07 17:21:38,514]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:31:06,360]: State: 0 - byte received (at 1725769866.3602648): 36
[DEBUG] [2024-09-08 14:31:06,360]: State: 1 - byte received (at 1725769866.3602648): 77
[DEBUG] [2024-09-08 14:31:06,360]: State: 2 - byte received (at 1725769866.3602648): 62
[DEBUG] [2024-09-08 14:31:06,361]: State: 3 - byte received (at 1725769866.3602648): 3
[DEBUG] [2024-09-08 14:31:06,361]: State: 4 - byte received (at 1725769866.3602648): 1
[DEBUG] [2024-09-08 14:31:06,361]: State: 7 - byte received (at 1725769866.3602648): 0
[DEBUG] [2024-09-08 14:31:06,362]: State: 8 - byte received (at 1725769866.3602648): 1
[DEBUG] [2024-09-08 14:31:06,362]: State: 8 - byte received (at 1725769866.3602648): 42
[DEBUG] [2024-09-08 14:31:06,362]: State: 9 - byte received (at 1725769866.3602648): 41
[DEBUG] [2024-09-08 14:31:06,362]: Message received (length 3) - Code 1
[DEBUG] [2024-09-08 14:31:06,363]: RAW message sent: bytearray(b'$M<\x00\x02\x02')
[DEBUG] [2024-09-08 14:31:06,370]: State: 0 - byte received (at 1725769866.3703477): 36
[DEBUG] [2024-09-08 14:31:06,370]: State: 1 - byte received (at 1725769866.3703477): 77
[DEBUG] [2024-09-08 14:31:06,370]: State: 2 - byte received (at 1725769866.3703477): 62
[DEBUG] [2024-09-08 14:31:06,371]: State: 3 - byte received (at 1725769866.3703477): 4
[DEBUG] [2024-09-08 14:31:06,371]: State: 4 - byte received (at 1725769866.3703477): 2
[DEBUG] [2024-09-08 14:31:06,371]: State: 7 - byte received (at 1725769866.3703477): 66
[DEBUG] [2024-09-08 14:31:06,372]: State: 8 - byte received (at 1725769866.3703477): 84
[DEBUG] [2024-09-08 14:31:06,372]: State: 8 - byte received (at 1725769866.3703477): 70
[DEBUG] [2024-09-08 14:31:06,372]: State: 8 - byte received (at 1725769866.3703477): 76
[DEBUG] [2024-09-08 14:31:06,372]: State: 9 - byte received (at 1725769866.3703477): 26
[DEBUG] [2024-09-08 14:31:06,372]: Message received (length 4) - Code 2
[DEBUG] [2024-09-08 14:31:06,373]: RAW message sent: bytearray(b'$M<\x00\x03\x03')
[DEBUG] [2024-09-08 14:31:06,380]: State: 0 - byte received (at 1725769866.380377): 36
[DEBUG] [2024-09-08 14:31:06,380]: State: 1 - byte received (at 1725769866.380377): 77
[DEBUG] [2024-09-08 14:31:06,380]: State: 2 - byte received (at 1725769866.380377): 62
[DEBUG] [2024-09-08 14:31:06,381]: State: 3 - byte received (at 1725769866.380377): 3
[DEBUG] [2024-09-08 14:31:06,381]: State: 4 - byte received (at 1725769866.380377): 3
[DEBUG] [2024-09-08 14:31:06,381]: State: 7 - byte received (at 1725769866.380377): 4
[DEBUG] [2024-09-08 14:31:06,382]: State: 8 - byte received (at 1725769866.380377): 1
[DEBUG] [2024-09-08 14:31:06,382]: State: 8 - byte received (at 1725769866.380377): 1
[DEBUG] [2024-09-08 14:31:06,382]: State: 9 - byte received (at 1725769866.380377): 4
[DEBUG] [2024-09-08 14:31:06,382]: Message received (length 3) - Code 3
[DEBUG] [2024-09-08 14:31:06,383]: RAW message sent: bytearray(b'$M<\x00\x05\x05')
[DEBUG] [2024-09-08 14:31:06,392]: State: 0 - byte received (at 1725769866.3924088): 36
[DEBUG] [2024-09-08 14:31:06,392]: State: 1 - byte received (at 1725769866.3924088): 77
[DEBUG] [2024-09-08 14:31:06,393]: State: 2 - byte received (at 1725769866.3924088): 62
[DEBUG] [2024-09-08 14:31:06,393]: State: 3 - byte received (at 1725769866.3924088): 26
[DEBUG] [2024-09-08 14:31:06,393]: State: 4 - byte received (at 1725769866.3924088): 5
[DEBUG] [2024-09-08 14:31:06,394]: State: 7 - byte received (at 1725769866.3924088): 78
[DEBUG] [2024-09-08 14:31:06,394]: State: 8 - byte received (at 1725769866.3924088): 111
[DEBUG] [2024-09-08 14:31:06,395]: State: 8 - byte received (at 1725769866.3924088): 118
[DEBUG] [2024-09-08 14:31:06,395]: State: 8 - byte received (at 1725769866.3924088): 32
[DEBUG] [2024-09-08 14:31:06,395]: State: 8 - byte received (at 1725769866.3924088): 49
[DEBUG] [2024-09-08 14:31:06,396]: State: 8 - byte received (at 1725769866.3924088): 53
[DEBUG] [2024-09-08 14:31:06,396]: State: 8 - byte received (at 1725769866.3924088): 32
[DEBUG] [2024-09-08 14:31:06,396]: State: 8 - byte received (at 1725769866.3924088): 50
[DEBUG] [2024-09-08 14:31:06,396]: State: 8 - byte received (at 1725769866.3924088): 48
[DEBUG] [2024-09-08 14:31:06,396]: State: 8 - byte received (at 1725769866.3924088): 49
[DEBUG] [2024-09-08 14:31:06,397]: State: 8 - byte received (at 1725769866.3924088): 57
[DEBUG] [2024-09-08 14:31:06,397]: State: 8 - byte received (at 1725769866.3924088): 49
[DEBUG] [2024-09-08 14:31:06,397]: State: 8 - byte received (at 1725769866.3924088): 50
[DEBUG] [2024-09-08 14:31:06,397]: State: 8 - byte received (at 1725769866.3924088): 58
[DEBUG] [2024-09-08 14:31:06,397]: State: 8 - byte received (at 1725769866.3924088): 52
[DEBUG] [2024-09-08 14:31:06,398]: State: 8 - byte received (at 1725769866.3924088): 50
[DEBUG] [2024-09-08 14:31:06,398]: State: 8 - byte received (at 1725769866.3924088): 58
[DEBUG] [2024-09-08 14:31:06,398]: State: 8 - byte received (at 1725769866.3924088): 51
[DEBUG] [2024-09-08 14:31:06,398]: State: 8 - byte received (at 1725769866.3924088): 52
[DEBUG] [2024-09-08 14:31:06,398]: State: 8 - byte received (at 1725769866.3924088): 49
[DEBUG] [2024-09-08 14:31:06,399]: State: 8 - byte received (at 1725769866.3924088): 101
[DEBUG] [2024-09-08 14:31:06,399]: State: 8 - byte received (at 1725769866.3924088): 53
[DEBUG] [2024-09-08 14:31:06,399]: State: 8 - byte received (at 1725769866.3924088): 101
[DEBUG] [2024-09-08 14:31:06,399]: State: 8 - byte received (at 1725769866.3924088): 51
[DEBUG] [2024-09-08 14:31:06,399]: State: 8 - byte received (at 1725769866.3924088): 100
[DEBUG] [2024-09-08 14:31:06,399]: State: 8 - byte received (at 1725769866.3924088): 51
[DEBUG] [2024-09-08 14:31:06,400]: State: 9 - byte received (at 1725769866.3924088): 36
[DEBUG] [2024-09-08 14:31:06,400]: Message received (length 26) - Code 5
[DEBUG] [2024-09-08 14:31:06,400]: RAW message sent: bytearray(b'$M<\x00\x04\x04')
[DEBUG] [2024-09-08 14:31:06,412]: State: 0 - byte received (at 1725769866.412352): 36
[DEBUG] [2024-09-08 14:31:06,412]: State: 1 - byte received (at 1725769866.412352): 77
[DEBUG] [2024-09-08 14:31:06,413]: State: 2 - byte received (at 1725769866.412352): 62
[DEBUG] [2024-09-08 14:31:06,414]: State: 3 - byte received (at 1725769866.412352): 67
[DEBUG] [2024-09-08 14:31:06,414]: State: 4 - byte received (at 1725769866.412352): 4
[DEBUG] [2024-09-08 14:31:06,415]: State: 7 - byte received (at 1725769866.412352): 79
[DEBUG] [2024-09-08 14:31:06,416]: State: 8 - byte received (at 1725769866.412352): 66
[DEBUG] [2024-09-08 14:31:06,416]: State: 8 - byte received (at 1725769866.412352): 83
[DEBUG] [2024-09-08 14:31:06,416]: State: 8 - byte received (at 1725769866.412352): 68
[DEBUG] [2024-09-08 14:31:06,416]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,417]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,417]: State: 8 - byte received (at 1725769866.412352): 2
[DEBUG] [2024-09-08 14:31:06,417]: State: 8 - byte received (at 1725769866.412352): 3
[DEBUG] [2024-09-08 14:31:06,417]: State: 8 - byte received (at 1725769866.412352): 11
[DEBUG] [2024-09-08 14:31:06,417]: State: 8 - byte received (at 1725769866.412352): 79
[DEBUG] [2024-09-08 14:31:06,418]: State: 8 - byte received (at 1725769866.412352): 77
[DEBUG] [2024-09-08 14:31:06,418]: State: 8 - byte received (at 1725769866.412352): 78
[DEBUG] [2024-09-08 14:31:06,418]: State: 8 - byte received (at 1725769866.412352): 73
[DEBUG] [2024-09-08 14:31:06,418]: State: 8 - byte received (at 1725769866.412352): 66
[DEBUG] [2024-09-08 14:31:06,418]: State: 8 - byte received (at 1725769866.412352): 85
[DEBUG] [2024-09-08 14:31:06,419]: State: 8 - byte received (at 1725769866.412352): 83
[DEBUG] [2024-09-08 14:31:06,419]: State: 8 - byte received (at 1725769866.412352): 70
[DEBUG] [2024-09-08 14:31:06,419]: State: 8 - byte received (at 1725769866.412352): 52
[DEBUG] [2024-09-08 14:31:06,419]: State: 8 - byte received (at 1725769866.412352): 83
[DEBUG] [2024-09-08 14:31:06,419]: State: 8 - byte received (at 1725769866.412352): 68
[DEBUG] [2024-09-08 14:31:06,420]: State: 8 - byte received (at 1725769866.412352): 11
[DEBUG] [2024-09-08 14:31:06,420]: State: 8 - byte received (at 1725769866.412352): 79
[DEBUG] [2024-09-08 14:31:06,420]: State: 8 - byte received (at 1725769866.412352): 77
[DEBUG] [2024-09-08 14:31:06,420]: State: 8 - byte received (at 1725769866.412352): 78
[DEBUG] [2024-09-08 14:31:06,420]: State: 8 - byte received (at 1725769866.412352): 73
[DEBUG] [2024-09-08 14:31:06,421]: State: 8 - byte received (at 1725769866.412352): 66
[DEBUG] [2024-09-08 14:31:06,421]: State: 8 - byte received (at 1725769866.412352): 85
[DEBUG] [2024-09-08 14:31:06,421]: State: 8 - byte received (at 1725769866.412352): 83
[DEBUG] [2024-09-08 14:31:06,421]: State: 8 - byte received (at 1725769866.412352): 70
[DEBUG] [2024-09-08 14:31:06,421]: State: 8 - byte received (at 1725769866.412352): 52
[DEBUG] [2024-09-08 14:31:06,422]: State: 8 - byte received (at 1725769866.412352): 83
[DEBUG] [2024-09-08 14:31:06,422]: State: 8 - byte received (at 1725769866.412352): 68
[DEBUG] [2024-09-08 14:31:06,422]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,422]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,422]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,423]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,423]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,423]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,423]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,423]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,423]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,424]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,424]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,424]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,424]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,424]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,425]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,425]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,425]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,426]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,426]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,426]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,426]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,427]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,427]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,427]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,427]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,427]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,427]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,428]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,428]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,428]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,428]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,428]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,429]: State: 8 - byte received (at 1725769866.412352): 0
[DEBUG] [2024-09-08 14:31:06,429]: State: 8 - byte received (at 1725769866.412352): 3
[DEBUG] [2024-09-08 14:31:06,429]: State: 8 - byte received (at 1725769866.412352): 2
[DEBUG] [2024-09-08 14:31:06,429]: State: 9 - byte received (at 1725769866.412352): 93
[DEBUG] [2024-09-08 14:31:06,429]: Message received (length 67) - Code 4
[DEBUG] [2024-09-08 14:31:06,430]: RAW message sent: bytearray(b'$M<\x00\xa0\xa0')
[DEBUG] [2024-09-08 14:31:06,441]: State: 0 - byte received (at 1725769866.4412463): 36
[DEBUG] [2024-09-08 14:31:06,441]: State: 1 - byte received (at 1725769866.4412463): 77
[DEBUG] [2024-09-08 14:31:06,441]: State: 2 - byte received (at 1725769866.4412463): 62
[DEBUG] [2024-09-08 14:31:06,442]: State: 3 - byte received (at 1725769866.4412463): 12
[DEBUG] [2024-09-08 14:31:06,442]: State: 4 - byte received (at 1725769866.4412463): 160
[DEBUG] [2024-09-08 14:31:06,442]: State: 7 - byte received (at 1725769866.4412463): 49
[DEBUG] [2024-09-08 14:31:06,443]: State: 8 - byte received (at 1725769866.4412463): 0
[DEBUG] [2024-09-08 14:31:06,443]: State: 8 - byte received (at 1725769866.4412463): 26
[DEBUG] [2024-09-08 14:31:06,443]: State: 8 - byte received (at 1725769866.4412463): 0
[DEBUG] [2024-09-08 14:31:06,443]: State: 8 - byte received (at 1725769866.4412463): 8
[DEBUG] [2024-09-08 14:31:06,444]: State: 8 - byte received (at 1725769866.4412463): 71
[DEBUG] [2024-09-08 14:31:06,444]: State: 8 - byte received (at 1725769866.4412463): 50
[DEBUG] [2024-09-08 14:31:06,444]: State: 8 - byte received (at 1725769866.4412463): 50
[DEBUG] [2024-09-08 14:31:06,444]: State: 8 - byte received (at 1725769866.4412463): 56
[DEBUG] [2024-09-08 14:31:06,444]: State: 8 - byte received (at 1725769866.4412463): 54
[DEBUG] [2024-09-08 14:31:06,444]: State: 8 - byte received (at 1725769866.4412463): 53
[DEBUG] [2024-09-08 14:31:06,445]: State: 8 - byte received (at 1725769866.4412463): 51
[DEBUG] [2024-09-08 14:31:06,445]: State: 9 - byte received (at 1725769866.4412463): 192
[DEBUG] [2024-09-08 14:31:06,445]: Message received (length 12) - Code 160
[DEBUG] [2024-09-08 14:31:06,446]: RAW message sent: bytearray(b'$M<\x00\xf0\xf0')
[DEBUG] [2024-09-08 14:31:06,450]: State: 0 - byte received (at 1725769866.4506705): 36
[DEBUG] [2024-09-08 14:31:06,451]: State: 1 - byte received (at 1725769866.4506705): 77
[DEBUG] [2024-09-08 14:31:06,451]: State: 2 - byte received (at 1725769866.4506705): 62
[DEBUG] [2024-09-08 14:31:06,451]: State: 3 - byte received (at 1725769866.4506705): 4
[DEBUG] [2024-09-08 14:31:06,451]: State: 4 - byte received (at 1725769866.4506705): 240
[DEBUG] [2024-09-08 14:31:06,452]: State: 7 - byte received (at 1725769866.4506705): 0
[DEBUG] [2024-09-08 14:31:06,452]: State: 8 - byte received (at 1725769866.4506705): 0
[DEBUG] [2024-09-08 14:31:06,453]: State: 8 - byte received (at 1725769866.4506705): 0
[DEBUG] [2024-09-08 14:31:06,453]: State: 8 - byte received (at 1725769866.4506705): 0
[DEBUG] [2024-09-08 14:31:06,453]: State: 9 - byte received (at 1725769866.4506705): 244
[DEBUG] [2024-09-08 14:31:06,453]: Message received (length 4) - Code 240
[DEBUG] [2024-09-08 14:31:06,454]: RAW message sent: bytearray(b'$M<\x00\n\n')
[DEBUG] [2024-09-08 14:31:06,460]: State: 0 - byte received (at 1725769866.4602506): 36
[DEBUG] [2024-09-08 14:31:06,460]: State: 1 - byte received (at 1725769866.4602506): 77
[DEBUG] [2024-09-08 14:31:06,460]: State: 2 - byte received (at 1725769866.4602506): 62
[DEBUG] [2024-09-08 14:31:06,461]: State: 3 - byte received (at 1725769866.4602506): 0
[DEBUG] [2024-09-08 14:31:06,461]: State: 4 - byte received (at 1725769866.4602506): 10
[DEBUG] [2024-09-08 14:31:06,461]: State: 9 - byte received (at 1725769866.4602506): 10
[DEBUG] [2024-09-08 14:31:06,462]: Message received (length 0) - Code 10
[DEBUG] [2024-09-08 14:31:06,462]: RAW message sent: bytearray(b'$M<\x00ee')
[DEBUG] [2024-09-08 14:31:06,472]: State: 0 - byte received (at 1725769866.4722629): 36
[DEBUG] [2024-09-08 14:31:06,472]: State: 1 - byte received (at 1725769866.4722629): 77
[DEBUG] [2024-09-08 14:31:06,473]: State: 2 - byte received (at 1725769866.4722629): 62
[DEBUG] [2024-09-08 14:31:06,473]: State: 3 - byte received (at 1725769866.4722629): 22
[DEBUG] [2024-09-08 14:31:06,473]: State: 4 - byte received (at 1725769866.4722629): 101
[DEBUG] [2024-09-08 14:31:06,473]: State: 7 - byte received (at 1725769866.4722629): 130
[DEBUG] [2024-09-08 14:31:06,474]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,474]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,474]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,475]: State: 8 - byte received (at 1725769866.4722629): 35
[DEBUG] [2024-09-08 14:31:06,475]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,475]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,475]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,476]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,476]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,476]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,477]: State: 8 - byte received (at 1725769866.4722629): 10
[DEBUG] [2024-09-08 14:31:06,477]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,477]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,478]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,478]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,478]: State: 8 - byte received (at 1725769866.4722629): 24
[DEBUG] [2024-09-08 14:31:06,478]: State: 8 - byte received (at 1725769866.4722629): 4
[DEBUG] [2024-09-08 14:31:06,479]: State: 8 - byte received (at 1725769866.4722629): 1
[DEBUG] [2024-09-08 14:31:06,479]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,479]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,479]: State: 8 - byte received (at 1725769866.4722629): 0
[DEBUG] [2024-09-08 14:31:06,480]: State: 9 - byte received (at 1725769866.4722629): 197
[DEBUG] [2024-09-08 14:31:06,480]: Message received (length 22) - Code 101
[DEBUG] [2024-09-08 14:31:06,481]: RAW message sent: bytearray(b'$M<\x00\x96\x96')
[DEBUG] [2024-09-08 14:31:06,492]: State: 0 - byte received (at 1725769866.49239): 36
[DEBUG] [2024-09-08 14:31:06,492]: State: 1 - byte received (at 1725769866.49239): 77
[DEBUG] [2024-09-08 14:31:06,493]: State: 2 - byte received (at 1725769866.49239): 62
[DEBUG] [2024-09-08 14:31:06,493]: State: 3 - byte received (at 1725769866.49239): 22
[DEBUG] [2024-09-08 14:31:06,494]: State: 4 - byte received (at 1725769866.49239): 150
[DEBUG] [2024-09-08 14:31:06,494]: State: 7 - byte received (at 1725769866.49239): 125
[DEBUG] [2024-09-08 14:31:06,494]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,495]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,495]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,495]: State: 8 - byte received (at 1725769866.49239): 35
[DEBUG] [2024-09-08 14:31:06,496]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,496]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,496]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,496]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,496]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,497]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,497]: State: 8 - byte received (at 1725769866.49239): 10
[DEBUG] [2024-09-08 14:31:06,497]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,498]: State: 8 - byte received (at 1725769866.49239): 3
[DEBUG] [2024-09-08 14:31:06,498]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,498]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,498]: State: 8 - byte received (at 1725769866.49239): 24
[DEBUG] [2024-09-08 14:31:06,499]: State: 8 - byte received (at 1725769866.49239): 4
[DEBUG] [2024-09-08 14:31:06,499]: State: 8 - byte received (at 1725769866.49239): 1
[DEBUG] [2024-09-08 14:31:06,499]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,499]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,499]: State: 8 - byte received (at 1725769866.49239): 0
[DEBUG] [2024-09-08 14:31:06,500]: State: 9 - byte received (at 1725769866.49239): 202
[DEBUG] [2024-09-08 14:31:06,500]: Message received (length 22) - Code 150
[DEBUG] [2024-09-08 14:31:11,707]: RAW message sent: bytearray(b'$M<\x00\x01\x01')
[DEBUG] [2024-09-08 14:31:11,720]: State: 0 - byte received (at 1725769871.7204347): 36
[DEBUG] [2024-09-08 14:31:11,720]: State: 1 - byte received (at 1725769871.7204347): 77
[DEBUG] [2024-09-08 14:31:11,721]: State: 2 - byte received (at 1725769871.7204347): 62
[DEBUG] [2024-09-08 14:31:11,721]: State: 3 - byte received (at 1725769871.7204347): 3
[DEBUG] [2024-09-08 14:31:11,721]: State: 4 - byte received (at 1725769871.7204347): 1
[DEBUG] [2024-09-08 14:31:11,722]: State: 7 - byte received (at 1725769871.7204347): 0
[DEBUG] [2024-09-08 14:31:11,722]: State: 8 - byte received (at 1725769871.7204347): 1
[DEBUG] [2024-09-08 14:31:11,722]: State: 8 - byte received (at 1725769871.7204347): 42
[DEBUG] [2024-09-08 14:31:11,722]: State: 9 - byte received (at 1725769871.7204347): 41
[DEBUG] [2024-09-08 14:31:11,723]: Message received (length 3) - Code 1
[DEBUG] [2024-09-08 14:31:11,723]: RAW message sent: bytearray(b'$M<\x00\x02\x02')
[DEBUG] [2024-09-08 14:31:11,730]: State: 0 - byte received (at 1725769871.730494): 36
[DEBUG] [2024-09-08 14:31:11,730]: State: 1 - byte received (at 1725769871.730494): 77
[DEBUG] [2024-09-08 14:31:11,731]: State: 2 - byte received (at 1725769871.730494): 62
[DEBUG] [2024-09-08 14:31:11,731]: State: 3 - byte received (at 1725769871.730494): 4
[DEBUG] [2024-09-08 14:31:11,731]: State: 4 - byte received (at 1725769871.730494): 2
[DEBUG] [2024-09-08 14:31:11,732]: State: 7 - byte received (at 1725769871.730494): 66
[DEBUG] [2024-09-08 14:31:11,732]: State: 8 - byte received (at 1725769871.730494): 84
[DEBUG] [2024-09-08 14:31:11,732]: State: 8 - byte received (at 1725769871.730494): 70
[DEBUG] [2024-09-08 14:31:11,733]: State: 8 - byte received (at 1725769871.730494): 76
[DEBUG] [2024-09-08 14:31:11,733]: State: 9 - byte received (at 1725769871.730494): 26
[DEBUG] [2024-09-08 14:31:11,733]: Message received (length 4) - Code 2
[DEBUG] [2024-09-08 14:31:11,734]: RAW message sent: bytearray(b'$M<\x00\x03\x03')
[DEBUG] [2024-09-08 14:31:11,740]: State: 0 - byte received (at 1725769871.7404554): 36
[DEBUG] [2024-09-08 14:31:11,740]: State: 1 - byte received (at 1725769871.7404554): 77
[DEBUG] [2024-09-08 14:31:11,741]: State: 2 - byte received (at 1725769871.7404554): 62
[DEBUG] [2024-09-08 14:31:11,741]: State: 3 - byte received (at 1725769871.7404554): 3
[DEBUG] [2024-09-08 14:31:11,741]: State: 4 - byte received (at 1725769871.7404554): 3
[DEBUG] [2024-09-08 14:31:11,742]: State: 7 - byte received (at 1725769871.7404554): 4
[DEBUG] [2024-09-08 14:31:11,742]: State: 8 - byte received (at 1725769871.7404554): 1
[DEBUG] [2024-09-08 14:31:11,743]: State: 8 - byte received (at 1725769871.7404554): 1
[DEBUG] [2024-09-08 14:31:11,743]: State: 9 - byte received (at 1725769871.7404554): 4
[DEBUG] [2024-09-08 14:31:11,743]: Message received (length 3) - Code 3
[DEBUG] [2024-09-08 14:31:11,744]: RAW message sent: bytearray(b'$M<\x00\x05\x05')
[DEBUG] [2024-09-08 14:31:11,752]: State: 0 - byte received (at 1725769871.7524884): 36
[DEBUG] [2024-09-08 14:31:11,752]: State: 1 - byte received (at 1725769871.7524884): 77
[DEBUG] [2024-09-08 14:31:11,753]: State: 2 - byte received (at 1725769871.7524884): 62
[DEBUG] [2024-09-08 14:31:11,753]: State: 3 - byte received (at 1725769871.7524884): 26
[DEBUG] [2024-09-08 14:31:11,754]: State: 4 - byte received (at 1725769871.7524884): 5
[DEBUG] [2024-09-08 14:31:11,754]: State: 7 - byte received (at 1725769871.7524884): 78
[DEBUG] [2024-09-08 14:31:11,755]: State: 8 - byte received (at 1725769871.7524884): 111
[DEBUG] [2024-09-08 14:31:11,755]: State: 8 - byte received (at 1725769871.7524884): 118
[DEBUG] [2024-09-08 14:31:11,755]: State: 8 - byte received (at 1725769871.7524884): 32
[DEBUG] [2024-09-08 14:31:11,756]: State: 8 - byte received (at 1725769871.7524884): 49
[DEBUG] [2024-09-08 14:31:11,756]: State: 8 - byte received (at 1725769871.7524884): 53
[DEBUG] [2024-09-08 14:31:11,756]: State: 8 - byte received (at 1725769871.7524884): 32
[DEBUG] [2024-09-08 14:31:11,756]: State: 8 - byte received (at 1725769871.7524884): 50
[DEBUG] [2024-09-08 14:31:11,757]: State: 8 - byte received (at 1725769871.7524884): 48
[DEBUG] [2024-09-08 14:31:11,757]: State: 8 - byte received (at 1725769871.7524884): 49
[DEBUG] [2024-09-08 14:31:11,757]: State: 8 - byte received (at 1725769871.7524884): 57
[DEBUG] [2024-09-08 14:31:11,758]: State: 8 - byte received (at 1725769871.7524884): 49
